Comment,Designator,Footprint,LCSC
1K 0.1%,R2,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,C328422
JST_SRSS_Conn_01x04_bridge_horizontal_2,J1,JST_SH_BM04B-SRSS-TB_1x04-1MP_P1.00mm_Vertical,C371571
10K 0.05%,R3,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,C374378
20K_0.1%,R1,R_0603_1608Metric_Pad0.98x0.95mm_HandSolder,C53197
