Comment,Designator,Footprint,LCSC
Conn_01x02_Male_2.54mm,"J1,J2",PinHeader_1x02_P2.54mm_Horizontal,C706865
DB25_Female_MountingHoles,J4,581M25213L461_Norcomp_Female,
DB25_Male_MountingHoles,J3,581M25113L461_Norcomp,
